DateStock,No_,Description,Gen_Prod_Posting Group,Quantité,Cout,Site,Encours,Nom abrégé,GroupeItem,GroupeClient,Quantit
2026-01-05,ART-1273,Article Industriel 273 Electronique,PROD_FINI,130.06,264.48,DEPOT B,0,ART-273,ELECTRONIQUE,CLIENT_AERO,130.06
2026-02-15,ART-1228,Article Industriel 228 Electronique,ACHAT_DIR,1257.92,85.29,DEPOT B,1,ART-228,ELECTRONIQUE,CLIENT_AUTO,1257.92
2026-01-15,ART-1116,Article Industriel 116 Divers,ACHAT_DIR,644.75,502.86,DEPOT B,0,ART-116,DIVERS,INTERNE,644.75
2026-04-30,ART-1071,Article Industriel 71 Plastique,EMBALLAGE,901.61,540.03,DEPOT NORD,0,ART-71,PLASTIQUE,INTERNE,901.61
2026-03-15,ART-1565,Article Industriel 565 Electronique,EMBALLAGE,789.16,0.00,ATELIER 1,0,ART-565,ELECTRONIQUE,DIVERS_LOCAL,789.16
2026-01-31,ART-1356,Article Industriel 356 Hydraulique,EMBALLAGE,328.26,360.33,DEPOT A,0,ART-356,HYDRAULIQUE,DIVERS_LOCAL,328.26
2026-01-05,ART-1459,Article Industriel 459 Divers,PROD_FINI,1455.59,615.37,DEPOT NORD,0,ART-459,DIVERS,INTERNE,1455.59
2026-03-15,ART-1565,Article Industriel 565 Electronique,EMBALLAGE,1307.77,103.64,DEPOT B,1,ART-565,ELECTRONIQUE,CLIENT_AUTO,1307.77
2026-01-31,ART-1387,Article Industriel 387 Divers,MAT_PREM,219.94,499.46,ATELIER 1,0,ART-387,DIVERS,INTERNE,219.94
2026-02-15,ART-1378,Article Industriel 378 Emballage,ACHAT_DIR,1409.2,60.86, DEPOT NORD ,0,ART-378,EMBALLAGE,INTERNE,1409.2
2026-02-15,ART-1144,Article Industriel 144 Electronique,MAT_PREM,1177.52,291.53,MAGASIN CENTRAL,0,ART-144,ELECTRONIQUE,CLIENT_AUTO,1177.52
2026-02-15,ART-1428,Article Industriel 428 Hydraulique,ACHAT_DIR,455.76,27.01,MAGASIN CENTRAL,0,ART-428,HYDRAULIQUE,CLIENT_AUTO,455.76
2026-04-30,ART-1460,Article Industriel 460 Visserie,PROD_FINI,824.67,604.21,DEPOT B,1,ART-460,VISSERIE,INTERNE,824.67
2026-03-05,ART-1464,Article Industriel 464 Electronique,EMBALLAGE,1466.73,404.75,DEPOT NORD,0,ART-464,ELECTRONIQUE,CLIENT_AERO,1466.73
2026-03-05,ART-1715,Article Industriel 715 Plastique,PROD_FINI,1144.24,137.26,MAGASIN CENTRAL,0,ART-715,  PLASTIQUE  ,CLIENT_AUTO,1144.24
2026-01-05,ART-1257,Article Industriel 257 Divers,PROD_FINI,557.54,8.55,MAGASIN CENTRAL,0,ART-257,DIVERS,DIVERS_LOCAL,557.54
2026-01-15,ART-1462,Article Industriel 462 Metallurgie,ACHAT_DIR,1175.45,514.84,DEPOT NORD,0,ART-462,METALLURGIE,DIVERS_LOCAL,1175.45
2026-04-05,ART-1789,Article Industriel 789 Hydraulique,EMBALLAGE,574.14,106.39,MAGASIN CENTRAL,0,ART-789,HYDRAULIQUE,EXPORT_EU,574.14
2026-01-31,ART-1189,Article Industriel 189 Visserie,COMPOSANT,57.92,495.24,MAGASIN CENTRAL,0,ART-189,VISSERIE,CLIENT_AUTO,57.92
2026-03-05,ART-1088,Article Industriel 88 Metallurgie,ACHAT_DIR,642.17,850000.00,MAGASIN CENTRAL,0,ART-88,METALLURGIE,CLIENT_AERO,642.17
2026-02-28,ART-1328,Article Industriel 328 Emballage,MAT_PREM,1263.87,89.73,DEPOT A,0,ART-328,EMBALLAGE,INTERNE,1263.87
2026-03-31,ART-1214,Article Industriel 214 Visserie,MAT_PREM,752.13,231.09,ATELIER 1,1,ART-214,VISSERIE,INTERNE,752.13
2026-02-28,,Article Industriel 738 Plastique,ACHAT_DIR,521.27,525.74,ATELIER 1,0,ART-738,PLASTIQUE,CLIENT_AUTO,521.27
2026-02-05,ART-1214,Article Industriel 214 Visserie,MAT_PREM,1194.06,435.7,ATELIER 1,1,ART-214,VISSERIE,CLIENT_AERO,1194.06
2026-04-30,ART-1349,Article Industriel 349 Metallurgie,PROD_FINI,93.61,225.94,ATELIER 1,0,ART-349,METALLURGIE,CLIENT_AERO,93.61
2026-04-15,ART-1569,Article Industriel 569 Electronique,MAT_PREM,152.67,51.38,DEPOT NORD,0,ART-569,ELECTRONIQUE,CLIENT_AERO,152.67
2026-04-15,ART-1581,Article Industriel 581 Electronique,ACHAT_DIR,1491.63,64.67,DEPOT A,0,ART-581,ELECTRONIQUE,INTERNE,1491.63
2026-03-05,ART-1047,Article Industriel 47 Metallurgie,MAT_PREM,829.94,149.03,MAGASIN CENTRAL,0,ART-47,METALLURGIE,EXPORT_EU,829.94
2026-02-15,ART-1443,Article Industriel 443 Emballage,ACHAT_DIR,492.62,273.7,DEPOT A,0,ART-443,ÉMBALLAGÉ,INTERNE,492.62
2026-03-15,ART-1427,Article Industriel 427 Emballage,MAT_PREM,470.84,17.37,ATELIER 1,0,ART-427,EMBALLAGE,DIVERS_LOCAL,470.84
2026-01-31,ART-1234,Article Industriel 234 Hydraulique,MAT_PREM,739.08,370.76,MAGASIN CENTRAL,0,ART-234,HYDRAULIQUE,CLIENT_AUTO,739.08
2026-01-05,ART-1710,Article Industriel 710 Hydraulique,EMBALLAGE,707.04,108.99,ATELIER 1,0,ART-710,HYDRAULIQUE,EXPORT_EU,707.04
2026-03-15,ART-1347,Article Industriel 347 Divers,ACHAT_DIR,1184.51,92.65,DEPOT A,1,ART-347,DIVERS,INTERNE,1184.51
2026-03-31,ART-1031,Article Industriel 31 Visserie,ACHAT_DIR,135.87,618.62,DEPOT A,1,ART-31,VISSERIE,EXPORT_EU,135.87
2026-03-15,ART-1192,Article Industriel 192 Divers,ACHAT_DIR,1464.24,75.49,DEPOT B,0,ART-192,DIVERS,CLIENT_AERO,1464.24
2026-03-05,ART-1115,Article  Industriel  115  Emballage,PROD_FINI,661.37,469.08,MAGASIN CENTRAL,1,ART-115,EMBALLAGE,DIVERS_LOCAL,661.37
2026-02-05,ART-1284,Article  Industriel  284  Metallurgie,COMPOSANT,1081.81,483.18,MAGASIN CENTRAL,1,ART-284,METALLURGIE,EXPORT_EU,1081.81
2026-01-31,ART-1506,Article Industriel 506 Visserie,ACHAT_DIR,494.4,327.84,DEPOT A,0,ART-506,VISSERIE,CLIENT_AUTO,494.4
2026-02-05,ART-1474,Article Industriel 474 Electronique,ACHAT_DIR,111.36,266.4,DEPOT NORD,1,ART-474,ELECTRONIQUE,DIVERS_LOCAL,111.36
2026-02-28,ART-1601,Article Industriel 601 Electronique,PROD_FINI,1487.18,179.45,DEPOT NORD,0,ART-601,ELECTRONIQUE,CLIENT_AERO,1487.18
2026-03-05,ART-1800,Article Industriel 800 Divers,COMPOSANT,586.46,23.16,DEPOT NORD,0,ART-800,DIVERS,DIVERS_LOCAL,586.46
05-01-2026,ART-1756,Article Industriel 756 Visserie,EMBALLAGE,465.78,158.23,DEPOT B,0,ART-756,VISSERIE,DIVERS_LOCAL,465.78
2026-02-05,ART-1719,Article Industriel 719 Emballage,EMBALLAGE,911.52,19.59,DEPOT B,0,ART-719,EMBALLAGE,INTERNE,911.52
2026-04-30,ART-1168,Article Industriel 168 Hydraulique,EMBALLAGE,819.0,557.87,MAGASIN CENTRAL,0,ART-168,HYDRAULIQUE,INTERNE,819.0
2026-01-15,ART-1663,Article Industriel 663 Divers,EMBALLAGE,1489.72,322.74,MAGASIN CENTRAL,0,ART-663,DIVERS,DIVERS_LOCAL,1489.72
2026-03-15,ART-1497,Article Industriel 497 Electronique,EMBALLAGE,588.41,620.15,DEPOT B,1,ART-497,ELECTRONIQUE,EXPORT_EU,588.41
2026-03-05,ART-1431,Article Industriel 431 Electronique,COMPOSANT,207.15,434.72,DEPOT A,1,ART-431,ELECTRONIQUE,CLIENT_AERO,207.15
2026-01-15,ART-1056,Article Industriel 56 Emballage,COMPOSANT,524.27,183.62,MAGASIN CENTRAL,0,ART-56,EMBALLAGE,EXPORT_EU,524.27
2026-03-31,ART-1374,Article Industriel 374 Visserie,COMPOSANT,"54,47",147.96,DEPOT NORD,0,ART-374,VISSERIE,INTERNE,54.47
2026-01-05,ART-1746,Article Industriel 746 Divers,EMBALLAGE,455.09,527.36,MAGASIN CENTRAL,0,ART-746,DIVERS,CLIENT_AUTO,455.09
2026-01-15,ART-1494,Article Industriel 494 Visserie,MAT_PREM,927.99,612.83,MAGASIN CENTRAL,0,ART-494,VISSERIE,CLIENT_AERO,927.99
2026-04-30,ART-1441,Article Industriel 441 Emballage,EMBALLAGE,869.24,55.89,ATELIER 1,0,ART-441,EMBALLAGE,DIVERS_LOCAL,869.24
2026-01-15,ART-1586,Article Industriel 586 Electronique,EMBALLAGE,278.39,582.25,depot a,0,ART-586,ELECTRONIQUE,INTERNE,278.39
2026-04-05,ART-1445,Article Industriel 445 Emballage,PROD_FINI,1115.76,237.35,ATELIER 1,0,ART-445,EMBALLAGE,EXPORT_EU,1115.76
2026-04-15,ART-1612,ARTICLE INDUSTRIEL 612 HYDRAULIQUE,ACHAT_DIR,122.13,632.87,DEPOT A,0,ART-612,HYDRAULIQUE,EXPORT_EU,122.13
2026-02-15,ART-1245,Article Industriel 245 Divers,MAT_PREM,810.52,436.75,ATELIER 1,0,ART-245,DIVERS,INTERNE,810.52
2026-03-05,ART-1027,Article Industriel 27 Visserie,COMPOSANT,278.96,468.19,DEPOT A,1,ART-27,VISSERIE,CLIENT_AERO,278.96
2026-04-15,ART-1103,Article Industriel 103 Emballage,COMPOSANT,882.77,272.97,MAGASIN CENTRAL,1,ART-103,EMBALLAGE,CLIENT_AERO,882.77
2026-03-05,ART-1043,Article Industriel 43 Hydraulique,COMPOSANT,1186.96,314.72,DEPOT NORD,0,ART-43,HYDRAULIQUE,INTERNE,1186.96
2026-02-28,ART-1069,,PROD_FINI,837.74,603.48,MAGASIN CENTRAL,0,ART-69,DIVERS,DIVERS_LOCAL,837.74
2026-01-31,ART-1043,Article Industriel 43 Hydraulique,COMPOSANT,919.9,123.94,MAGASIN CENTRAL,0,ART-43,HYDRAULIQUE,CLIENT_AUTO,919.9
2026-01-15,ART-1233,Article Industriel 233 Divers,EMBALLAGE,695.0,304.84,DEPOT NORD,0,ART-233,DIVERS,EXPORT_EU,695.0
2026-02-28,ART-1719,Article Industriel 719 Emballage,EMBALLAGE,252.54,72.45,ATELIER 1,0,ART-719,EMBALLAGE,CLIENT_AUTO,252.54
2026-01-15,ART-1245,Article Industriel 245 Divers,MAT_PREM,1368.78,344.49,MAGASIN CENTRAL,1,ART-245,DIVERS,EXPORT_EU,1368.78
2026-04-05,ART-1551,Article Industriel 551 Metallurgie,MAT_PREM,560.14,130.66,DEPOT A,0,ART-551,METALLURGIE,INTERNE,560.14
2026-01-15,ART-1645,Article Industriel 645 Emballage,COMPOSANT,795.52 u,274.58,DEPOT B,1,ART-645,EMBALLAGE,CLIENT_AERO,795.52
2026-01-05,ART-1603,Article Industriel 603 Divers,COMPOSANT,188.03,532.55,DEPOT NORD,0,ART-603,DIVERS,INTERNE,188.03
2026-01-31,ART-1365,Article Industriel 365 Visserie,EMBALLAGE,135.82,152.85,ATELIER 1,0,ART-365,VISSERIE,DIVERS_LOCAL,135.82
05/04/2026,ART-1757,Article Industriel 757 Visserie,PROD_FINI,1231.14,285.61,DEPOT A,0,ART-757,VISSERIE,CLIENT_AUTO,1231.14
2026-02-28,ART-1639,Article Industriel 639 Metallurgie,PROD_FINI,731.89,464.4,ATELIER 1,0,ART-639,METALLURGIE,CLIENT_AERO,731.89
2026-01-15,ART-1730,Article Industriel 730 Plastique,MAT_PREM,657.14,7.86,ATELIER 1,1,ART-730,PLASTIQUE,INTERNE,657.14
2026-02-15,ART-1691,Article Industriel 691 Divers,EMBALLAGE,721.4,178.38,DEPOT B,1,ART-691,DIVERS,CLIENT_AERO,721.4
2026-01-05,ART-1110,Article Industriel 110 Divers,MAT_PREM,195.45,327.48,ATELIER 1,1,ART-110,DIVERS,DIVERS_LOCAL,195.45
2026-01-15,ART-1103,Article Industriel 103 Emballage,COMPOSANT,888.76,141.13,MAGASIN CENTRAL,0,ART-103,EMBALLAGE,DIVERS_LOCAL,888.76
2026-04-30,ART-1502,Article Industriel 502 Plastique,MAT_PREM,110.77,422.46,DEPOT A,0,ART-502,PLASTIQUE,INTERNE,110.77
2026-01-15,ART-1484,Article Industriel 484 Electronique,EMBALLAGE,1446.66,595.31,DEPOT NORD,1,ART-484,ELECTRONIQUE,,1446.66
2026-03-05,ART-1443,Article Industriel 443 Emballage,ACHAT_DIR,888.15,310.23,DEPOT B,1,ART-443,EMBALLAGE,EXPORT_EU,888.15
2026-02-15,ART-1389,Article Industriel 389 Divers,MAT_PREM,"1464,15",341.87,ATELIER 1,0,ART-389,DIVERS,EXPORT_EU,1464.15
2026-02-28,ART-1649,Article Industriel 649 Emballage,ACHAT_DIR,1256.43,78.71,ATELIER 1,1,ART-649,EMBALLAGE,INTERNE,1256.43
2026-01-05,ART-1454,Article Industriel 454 Plastique,COMPOSANT,1438.65,375.92,MAGASIN CENTRAL,0,ART-454,PLASTIQUE,INTERNE,1438.65
2026-03-05,ART-1038,Article Industriel 38 Metallurgie,PROD_FINI,1017.01,295.03,MAGASIN CENTRAL,0,ART-38,METALLURGIE,DIVERS_LOCAL,1017.01
2026-03-05,ART-1035,Article Industriel 35 Divers,ACHAT_DIR,615.83,416.88,MAGASIN CENTRAL,0,ART-35,DIVERS,EXPORT_EU,615.83
2026-01-05,ART-1681,Article Industriel 681 Metallurgie,COMPOSANT,638.31,543.77,DEPOT A,0,ART-681,METALLURGIE,EXPORT_EU,638.31
2026-02-15,ART-1403,Article Industriel 403 Emballage,MAT_PREM,1437.29,235.27,ATELIER 1,0,ART-403,EMBALLAGE,INTERNE,1437.29
2026-01-31,ART-1603,Article Industriel 603 Divers,COMPOSANT,125.36,0.00,DEPOT NORD,0,ART-603,DIVERS,CLIENT_AERO,125.36
2026-01-05,ART-1163,Article Industriel 163 Emballage,MAT_PREM,613.86,329.31,DEPOT B,1,ART-163,EMBALLAGE,DIVERS_LOCAL,613.86
2026-03-15,ART-1297,Article Industriel 297 Electronique,MAT_PREM,63.44,428.83,DEPOT A,1,ART-297,ELECTRONIQUE,DIVERS_LOCAL,63.44
2026-04-15,ART-1772,Article Industriel 772 Hydraulique,PROD_FINI,1346.25,179.08,DEPOT NORD,0,ART-772,HYDRAULIQUE,CLIENT_AUTO,1346.25
2026-03-05,ART-1116,Article Industriel 116 Divers,ACHAT_DIR,791.94,587.46,DEPOT A,0,ART-116,DIVERS,CLIENT_AERO,791.94
2026-04-15,ART-1800,Article Industriel 800 Divers,COMPOSANT,161.35,240.7,DEPOT NORD,0,ART-800,DIVERS,CLIENT_AERO,161.35
2026-02-28,art-1319,Article Industriel 319 Hydraulique,ACHAT_DIR,1472.87,350.0,DEPOT A,0,ART-319,HYDRAULIQUE,INTERNE,1472.87
2026-04-30,ART-1547,Article Industriel 547 Electronique,COMPOSANT,299.62,238.8,DEPOT B,0,ART-547,ELECTRONIQUE,CLIENT_AERO,299.62
2026-04-15,ART-1721,Article Industriel 721 Divers,MAT_PREM,544.28,244.66,ATELIER 1,0,ART-721,DIVERS,DIVERS_LOCAL,544.28
2026-03-05,ART-1275,Article Industriel 275 Hydraulique,MAT_PREM,469.66,449.04,DEPOT B,0,ART-275,HYDRAULIQUE,DIVERS_LOCAL,469.66
2026-02-15,ART-1607,Article Industriel 607 Plastique,EMBALLAGE,1049.86,315.02,DEPOT NORD,0,ART-607,PLASTIQUE,DIVERS_LOCAL,1049.86
2026-03-15,ART-1462,Article Industriel 462 Metallurgie,ACHAT_DIR,331.37,388.49,DEPOT B,0,ART-462,METALLURGIE,INTERNE,331.37
2026-04-05,ART-1630,Article Industriel 630 Metallurgie,PROD_FINI,923.1,649.24,MAGASIN CENTRAL,1,ART-630,METALLURGIE,CLIENT_AUTO,923.1
2026-03-31,ART-1273,Article Industriel 273 Electronique,PROD_FINI,111.65,515.14,DEPOT A,0,ART-273,ELECTRONIQUE,CLIENT_AERO,111.65
2026-03-31,ART-1467,Article Industriel 467 Visserie,COMPOSANT,750.69,554.14,ATELIER 1,0,ART-467,VISSERIE,EXPORT_EU,750.69
2026-03-05,ART-1280,Article Industriel 280 Visserie,COMPOSANT,467.52,627.9,DEPOT NORD,0,ART-280,VISSERIE,INTERNE,467.52
2026-02-28,ART-1086,Article Industriel 86 Divers,COMPOSANT,1200.88,611.58,ATELIER 1,0,ART-86,DIVERS,INTERNE,1200.88
2026-01-15,ART-1303,Article Industriel 303 Divers,PROD_FINI,663.29,37.03,MAGASIN CENTRAL,0,ART-303,DIVERS,DIVERS_LOCAL,663.29
2026-02-05,ART-1235,Article Industriel 235 Visserie,EMBALLAGE,1013.51,541.75,DEPOT B,0,ART-235,VISSERIE,DIVERS_LOCAL,1013.51
2026-04-30,ART-1526,Article Industriel 526 Plastique,PROD_FINI,1246.82,259.44,DEPOT A,0,ART-526,PLASTIQUE,CLIENT_AERO,124.68
2026-04-05,ART-1004,Écrou Frein M10 Nylon,COMPOSANT,48.11,13.84,MAGASIN CENTRAL,1,ECROU-M10,VISSERIE,INTERNE,48.11
2026-03-05,ART-1092,Article Industriel 92 Visserie,MAT_PREM,1225.24,251.6,ATELIER 1,1,ART-92,VISSERIE,CLIENT_AUTO,1225.24
2026-02-28,ART-1719,Article Industriel 719 Emballage,EMBALLAGE,849.9,642.85,MAGASIN CENTRAL,0,ART-719,EMBALLAGE,CLIENT_AERO,849.9
2026-02-05,ART-1189,Article Industriel 189 Visserie,COMPOSANT,803.58,604.77,DEPOT NORD,0,ART-189,VISSERIE,CLIENT_AUTO,803.58
2026-03-15,ART-1245,Article Industriel 245 Divers,MAT_PREM,249.77,227.46,ATELIER 1,1,ART-245,DIVERS,INTERNE,249.77
2026-04-30,ART-1332,Article Industriel 332 Metallurgie,EMBALLAGE,935.5,435.24,MAGASIN CENTRAL,0,ART-332,METALLURGIE,CLIENT_AERO,935.5
2026-02-05,ART-1233,Article Industriel 233 Divers,EMBALLAGE,466.18,564.53,DEPOT NORD,0,ART-233,DIVERS,CLIENT_AUTO,466.18
2026-04-30,ART-1071,Article Industriel 71 Plastique,EMBALLAGE,416.37,347.13,MAGASIN CENTRAL,0,ART-71,PLASTIQUE,DIVERS_LOCAL,416.37
2026-03-31,ART-1587,Article Industriel 587 Emballage,MAT_PREM,947.58,356.04,DEPOT A,1,ART-587,EMBALLAGE,EXPORT_EU,947.58
2026-01-31,ART-1330,Article Industriel 330 Electronique,ACHAT_DIR,364.75,328.36,DEPOT NORD,0,ART-330,ELECTRONIQUE,INTERNE,364.75
2026-01-15,ART-1347,Article Industriel 347 Divers,ACHAT_DIR,621.9,488.43,MAGASIN CENTRAL,1,ART-347,DIVERS,DIVERS_LOCAL,621.9
2026-04-05,ART-1094,Article Industriel 94 Plastique,PROD_FINI,686.11,546.19,DEPOT A,0,ART-94,PLASTIQUE,CLIENT_AERO,686.11
2026-01-15,ART-1262,Article Industriel 262 Emballage,EMBALLAGE,895.22,200.31,Dépôt A,0,ART-262,EMBALLAGE,DIVERS_LOCAL,895.22
2026-02-05,ART-1781,Article  Industriel  781  Electronique,MAT_PREM,22.1,4.85,MAGASIN CENTRAL,0,ART-781,ELECTRONIQUE,DIVERS_LOCAL,22.1
2026-03-05,ART-1241,Article Industriel 241 Divers,EMBALLAGE,1101.66,416.63,DEPOT B,0,ART-241,DIVERS,CLIENT_AUTO,1101.66
2026-03-15,ART-1320,Article Industriel 320 Electronique,ACHAT_DIR,275.35,0.00,DEPOT NORD,0,ART-320,ELECTRONIQUE,EXPORT_EU,275.35
2026-04-15,ART-1080,Article Industriel 80 Divers,COMPOSANT,1146.57,,DEPOT B,1,ART-80,DIVERS,INTERNE,1146.57
2026-04-15,ART-1239,Article Industriel 239 Electronique,COMPOSANT,540.38,521.97,DEPOT B,0,ART-239,ELECTRONIQUE,DIVERS_LOCAL,540.38
2026-03-31,ART-1080,,COMPOSANT,301.39,287.59,ATELIER 1,1,ART-80,DIVERS,INTERNE,301.39
2026-02-05,ART-1242,Article Industriel 242 Divers,MAT_PREM,565.37,176.9,MAGASIN CENTRAL,1,ART-242,DYVÉRS,INTERNE,565.37
2026-03-05,ART-1253,Article Industriel 253 Electronique,PROD_FINI,1436.93,261.79,DEPOT A,1,ART-253,ELECTRONIQUE,DIVERS_LOCAL,1436.93
2026-02-15,ART-1335,ARTICLE INDUSTRIEL 335 EMBALLAGE,MAT_PREM,923.22,147.07,ATELIER 1,0,ART-335,EMBALLAGE,CLIENT_AUTO,923.22
2026-01-31,ART-1285,Article Industriel 285 Electronique,COMPOSANT,1467.61,355.4,MAGASIN CENTRAL,1,ART-285,ELECTRONIQUE,EXPORT_EU,1467.61
2026-03-15,ART-1286,Article Industriel 286 Metallurgie,ACHAT_DIR,373.16,150.95,MAGASIN CENTRAL,0,ART-286,METALLURGIE,CLIENT_AERO,373.16
2026-04-05,ART-1540,Article Industriel 540 Electronique,PROD_FINI,1151.5,518.14,DEPOT NORD,0,ART-540,ELECTRONIQUE,INTERNE,1151.5
2026-04-30,ART-1408,Article Industriel 408 Plastique,PROD_FINI,164.98,399.23,DEPOT A,1,ART-408,PLASTIQUE,DIVERS_LOCAL,164.98
2026-04-30,ART-1639,Article Industriel 639 Metallurgie,PROD_FINI,789.73,396.7,DEPOT A,0,ART-639,METALLURGIE,CLIENT_AERO,789.73
2026-04-15,ART-1597,Article Industriel 597 Visserie,ACHAT_DIR,874.93,230.45,DEPOT A,0,ART-597,VISSERIE,INTERNE,874.93
2026-03-31,ART-1780,Article Industriel 780 Divers,MAT_PREM,1286.16,416.72,DEPOT NORD,1,ART-780,DIVERS,CLIENT_AUTO,1286.16
2026-04-15,ART-1220,Article Industriel 220 Plastique,EMBALLAGE,223.79,461.13,DEPOT A,1,ART-220,PLASTIQUE,CLIENT_AUTO,223.79
2026-01-15,ART-1217,Article Industriel 217 Plastique,COMPOSANT,999999,126.52,ATELIER 1,0,ART-217,PLASTIQUE,CLIENT_AERO,726.38
2026-02-28,ART-1426,Article Industriel 426 Emballage,ACHAT_DIR,615.07,35.6,MAGASIN CENTRAL,0,ART-426,EMBALLAGE,EXPORT_EU,615.07
2026-02-28,ART-1539,Article Industriel 539 Divers,PROD_FINI,"1299,23",79.8,DEPOT B,0,ART-539,DIVERS,DIVERS_LOCAL,1299.23
2026-01-15,ART-1670,Article Industriel 670 Plastique,PROD_FINI,1303.02,117.15,MAGASIN CENTRAL,1,ART-670,PLASTIQUE,CLIENT_AERO,1303.02
2026-01-31,ART-1301,Article Industriel 301 Hydraulique,EMBALLAGE,119.28,610.53,DEPOT A,0,ART-301,HYDRAULIQUE,EXPORT_EU,119.28
2026-02-15,ART-1639,Article Industriel 639 Metallurgie,PROD_FINI,158.99,363.87,MAGASIN CENTRAL,0,ART-639,METALLURGIE,EXPORT_EU,158.99
2026-02-28,ART-1691,Article Industriel 691 Divers,EMBALLAGE,1332.53,73.46,ATELIER 1,1,ART-691,divers,DIVERS_LOCAL,1332.53
2026-01-31,ART-1753,Article Industriel 753 Divers,COMPOSANT,1448.5,357.95,ATELIER 1,0,ART-753,DIVERS,DIVERS_LOCAL,1448.5
2026-04-15,ART-1557,Article Industriel 557 Divers,MAT_PREM,645.88,303.96,ATELIER 1,0,ART-557,DIVERS,CLIENT_AERO,645.88
2026-04-30,ART-1651,Article Industriel 651 Visserie,PROD_FINI,702.47,395.48,DEPOT B,1,ART-651,VISSERIE,EXPORT_EU,702.47
2026-02-15,ART-1345,Article Industriel 345 Divers,ACHAT_DIR,1463.12,363.42,DEPOT NORD,0,ART-345,DIVERS,DIVERS_LOCAL,1463.12
2026-04-15,ART-1506,Article Industriel 506 Visserie,ACHAT_DIR,332.9,329.95,ATELIER 1,0,ART-506,VISSERIE,CLIENT_AUTO,332.9
2026-04-30,ART-1343,article industriel 343 emballage,EMBALLAGE,1126.35,531.19,DEPOT NORD,1,ART-343,EMBALLAGE,DIVERS_LOCAL,1126.35
2026-02-15,ART-1165,Article Industriel 165 Plastique,ACHAT_DIR,-995.13,217.39,DEPOT NORD,1,ART-165,PLASTIQUE,DIVERS_LOCAL,995.13
2026-04-05,,Article Industriel 171 Visserie,MAT_PREM,1438.37,83.89,MAGASIN CENTRAL,0,ART-171,VISSERIE,EXPORT_EU,1438.37
2026-03-15,ART-1353,Article Industriel 353 Emballage,COMPOSANT,43.16,216.84,DEPOT B,1,ART-353,EMBALLAGE,CLIENT_AERO,43.16
2026-01-05,ART-1562,Article Industriel 562 Electronique,EMBALLAGE,771.02,-54.52,DEPOT NORD,1,ART-562,ELECTRONIQUE,CLIENT_AUTO,771.02
2026-04-15,ART-1369,Article Industriel 369 Plastique,EMBALLAGE,1260.52,600.74,DEPOT A,1,ART-369,PLASTIQUE,CLIENT_AERO,1260.52
2026-03-15,ART-1489,Article Industriel 489 Hydraulique,PROD_FINI,699.96,282.84,DEPOT NORD,1,ART-489,HYDRAULIQUE,EXPORT_EU,699.96
2026-04-30,ART-1631,Article Industriel 631 Metallurgie,MAT_PREM,1300.78,355.11,DEPOT A,0,ART-631,METALLURGIE,INTERNE,1300.78
2026-04-05,ART-1265,Article Industriel 265 Emballage,MAT_PREM,1072.87,109.4,DEPOT B,0,ART-265,EMBALLAGE,EXPORT_EU,1072.87
2026-01-05,ART-1490,Article Industriel 490 Hydraulique,PROD_FINI,267.68,383.51,ATELIER 1,0,ART-490,HYDRAULIQUE,INTERNE,267.68
2026-02-05,ART-1713,Article Industriel 713 Emballage,MAT_PREM,1133.26,519.43,DEPOT A,0,ART-713,EMBALLAGE,INTERNE,1133.26
2026-02-05,ART-1356,Article Industriel 356 Hydraulique,EMBALLAGE,303.01,275.46,DEPOT A,1,ART-356,HYDRAULIQUE,CLIENT_AUTO,303.01
2026-02-05,ART-1645,Article Industriel 645 Emballage,COMPOSANT,135.79,75.94,DEPOT A,0,ART-645,EMBALLAGE,INTERNE,135.79
2026-02-28,,Article Industriel 332 Metallurgie,EMBALLAGE,1213.41,122.01,DEPOT A,1,ART-332,METALLURGIE,CLIENT_AUTO,1213.41
2026-01-31,ART-1672,Article Industriel 672 Metallurgie,COMPOSANT,633.29,286.33,DEPOT NORD,0,ART-672,METALLURGIE,DIVERS_LOCAL,633.29
2026-01-05,ART-1628,Article Industriel 628 Electronique,EMBALLAGE,584.9,191.77,DEPOT B,0,ART-628,ELECTRONIQUE,DIVERS_LOCAL,58.49
2026-04-15,ART-1395,Article Industriel 395 Metallurgie,COMPOSANT,-974.89,361.16,MAGASIN CENTRAL,0,ART-395,METALLURGIE,CLIENT_AERO,974.89
2026-04-30,ART-1165,Article Industriel 165 Plastique,ACHAT_DIR,1311.31,53.29,DEPOT A,0,ART-165,PLASTIQUE,DIVERS_LOCAL,131.13
2026-02-05,ART-1282,Article Industriel 282 Hydraulique,MAT_PREM,143.6,145.7,DEPOT A,0,ART-282,HYDRAULIQUE,DIVERS_LOCAL,143.6
2026-02-05,ART-1410,Article Industriel 410 Divers,PROD_FINI,463.54,224.37,MAGASIN CENTRAL,0,ART-410,DIVERS,DIVERS_LOCAL,463.54
2026-02-28,ART-1380,Article Industriel 380 Plastique,COMPOSANT,571.26,"123,53",DEPOT NORD,0,ART-380,PLASTIQUE,INTERNE,571.26
2026-02-15,ART-1499,Article Industriel 499 Divers,COMPOSANT,634.82,512.7,DEPOT A,0,ART-499,DIVERS,DIVERS_LOCAL,634.82
2026-04-30,ART-1758,Article Industriel 758 Electronique,ACHAT_DIR,495.52,68.56,DEPOT NORD,0,ART-758,,DIVERS_LOCAL,495.52
